question_id,question_text,correct_answer,context_text,keywords,answer_POS,answer_concept_type,difficulty_level,distractor_text,distractor_POS,semantic_similarity_to_answer,semantic_similarity_to_question,grammar_score,plausibility_label,error_type
271,Earth is also known as the what planet?,Blue,Earth is often called the Blue Planet because of the vast amount of water on its surface.,"Earth, Blue Planet, nickname",ADJECTIVE,planet_nickname,easy,Living,ADJECTIVE,0.75,0.71,0.97,1,
272,HTTP stands for what?,HyperText Transfer Protocol,HTTP is the protocol used for transferring web pages on the internet.,"HTTP, protocol, web",NOUN_PHRASE,abbreviation_expansion,medium,Hyperlink Transfer Protocol,NOUN_PHRASE,0.75,0.7,0.96,1,
273,HTTP stands for what?,HyperText Transfer Protocol,HTTP is the protocol used for transferring web pages on the internet.,"HTTP, protocol, web",NOUN_PHRASE,abbreviation_expansion,medium,HyperText Transmission Protocol,NOUN_PHRASE,0.68,0.61,1,1,
274,HTTP stands for what?,HyperText Transfer Protocol,HTTP is the protocol used for transferring web pages on the internet.,"HTTP, protocol, web",NOUN_PHRASE,abbreviation_expansion,medium,Hyperlink Transfer Protocol,NOUN_PHRASE,0.67,0.6,0.99,1,
275,The device that connects a local network to the internet is called what?,Router,A router forwards data packets between computer networks and connects to the internet.,"router, network, internet",NOUN,hardware,medium,Switch,NOUN,0.75,0.71,0.99,1,
276,RAM in a computer is also known as what type of memory?,Volatile,RAM is called volatile memory because it loses its data when power is turned off.,"RAM, volatile memory, computer",ADJECTIVE,property,medium,Main,ADJECTIVE,0.8,0.75,0.99,1,
277,RAM in a computer is also known as what type of memory?,Volatile,RAM is called volatile memory because it loses its data when power is turned off.,"RAM, volatile memory, computer",ADJECTIVE,property,medium,Permanent,ADJECTIVE,0.52,0.49,0.97,0,concept mismatch
278,Which of the following is an example of an input device?,Keyboard,Input devices like keyboards allow users to send data to a computer.,"input device, keyboard, computer hardware",NOUN,hardware,easy,Scanner,NOUN,0.78,0.7,0.97,1,
279,The process by which green plants make their own food is called what?,Photosynthesis,Photosynthesis is the process by which green plants use sunlight to make food from carbon dioxide and water.,"photosynthesis, plants, sunlight",NOUN,scientific_process,easy,Germination,NOUN,0.81,0.77,1,1,
280,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,IBM Cloud,NOUN,0.73,0.69,0.97,1,
281,Which of the following is an example of an open-source operating system?,Linux,Linux is a popular open-source operating system used on servers and desktops.,"Linux, open-source, operating system",NOUN,software,easy,Windows,NOUN,0.34,0.3,0.97,0,concept mismatch
282,Which of the following is used to uniquely identify a row in a database table?,Primary key,A primary key uniquely identifies each record in a database table.,"primary key, database, unique identifier",NOUN_PHRASE,database_concept,medium,Composite key,NOUN_PHRASE,0.64,0.58,0.96,1,
283,Which of the following is an example of an open-source operating system?,Linux,Linux is a popular open-source operating system used on servers and desktops.,"Linux, open-source, operating system",NOUN,software,easy,Windows,UNKNOWN,0.32,0.26,0.97,0,too unrelated
284,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Rusting,UNKNOWN,0.4,0.33,1,0,concept mismatch
285,Which of the following is a prime number?,13,A prime number has exactly two distinct positive divisors: 1 and itself.,"prime number, 13, mathematics",NUM,number,medium,19,NUM,0.68,0.64,0.98,1,
286,H2O is commonly known as what?,Water,"In everyday language, the chemical formula H2O is commonly referred to as water.","H2O, water, chemical formula",NOUN,substance,easy,Hydrogen,NOUN,0.83,0.75,0.97,1,
287,Which of the following is an example of an input device?,Keyboard,Input devices like keyboards allow users to send data to a computer.,"input device, keyboard, computer hardware",NOUN,hardware,easy,Microphone,NOUN,0.7,0.66,0.99,1,
288,Who is known as the Father of the Nation in India?,Mahatma Gandhi,Mahatma Gandhi is widely regarded as the Father of the Nation in India for his role in the independence movement.,"Mahatma Gandhi, Father of the Nation, India",NOUN,person,easy,Albert Einstein,NOUN,0.22,0.14,0.97,0,numeric error
289,The device that connects a local network to the internet is called what?,Router,A router forwards data packets between computer networks and connects to the internet.,"router, network, internet",NOUN,hardware,medium,Gateway,NOUN,0.69,0.65,0.99,1,
290,CPU is also known as the what of the computer?,Brain,The CPU is often called the brain of the computer because it performs most of the processing.,"CPU, brain, computer",NOUN,metaphor,easy,Heart,NOUN,0.76,0.74,0.98,1,
291,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Google Cloud,NOUN,0.77,0.69,0.99,1,
292,The study of the stars and space is known as what?,Astronomy,"Astronomy is the scientific study of celestial objects such as stars, planets, and galaxies.","astronomy, stars, space",NOUN,academic_discipline,easy,Space Science,NOUN,0.78,0.75,0.99,1,
293,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Yokohama,NOUN,0.81,0.77,1,1,
294,Which of the following is an example of a NoSQL database?,MongoDB,MongoDB is a widely used NoSQL document database.,"MongoDB, NoSQL, database",NOUN,software,medium,MySQL,NOUN,0.46,0.43,0.98,0,concept mismatch
295,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Seoul,NOUN,0.38,0.34,0.97,0,too unrelated
296,The device that connects a local network to the internet is called what?,Router,A router forwards data packets between computer networks and connects to the internet.,"router, network, internet",NOUN,hardware,medium,Monitor,NOUN,0.27,0.18,0.99,0,numeric error
297,CPU is also known as the what of the computer?,Brain,The CPU is often called the brain of the computer because it performs most of the processing.,"CPU, brain, computer",NOUN,metaphor,easy,Control Center,NOUN,0.68,0.63,0.98,1,
298,The SI unit of force is known as what?,Newton,"In physics, the SI unit of force is called the newton, named after Isaac Newton.","SI unit, force, newton",NOUN,unit,medium,Meter,NOUN,0.24,0.2,0.99,0,numeric error
299,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Quick Sort,NOUN,0.84,0.77,0.97,1,
300,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Boiling,NOUN,0.65,0.6,0.97,1,
301,H2O is commonly known as what?,Water,"In everyday language, the chemical formula H2O is commonly referred to as water.","H2O, water, chemical formula",NOUN,substance,easy,Oxygen,NOUN,0.83,0.8,0.97,1,
302,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Sublimation,NOUN,0.78,0.71,0.99,1,
303,Which of the following is a relational database management system?,MySQL,MySQL is a widely used open-source relational database management system.,"MySQL, RDBMS, database",NOUN,software,medium,PostgreSQL,NOUN,0.74,0.68,0.97,1,
304,The long-term storage device inside a computer is commonly known as what?,Hard drive,A hard drive or SSD is used for long-term data storage in a computer.,"hard drive, storage, computer",NOUN,hardware,easy,RAM,NOUN,0.52,0.46,0.98,0,too unrelated
305,Which of the following is a high-level programming language?,Python,Python is a popular high-level programming language known for its readability.,"Python, programming language, high level",NOUN,programming_language,easy,JavaScript,NOUN,0.82,0.75,0.98,1,
306,HTTP stands for what?,HyperText Transfer Protocol,HTTP is the protocol used for transferring web pages on the internet.,"HTTP, protocol, web",NOUN_PHRASE,abbreviation_expansion,medium,HyperText Transmission Protocol,NOUN_PHRASE,0.6,0.57,0.97,1,
307,The SI unit of force is known as what?,Newton,"In physics, the SI unit of force is called the newton, named after Isaac Newton.","SI unit, force, newton",NOUN,unit,medium,Joule,NOUN,0.73,0.69,0.96,1,
308,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Microsoft Azure,NOUN,0.63,0.56,0.98,1,
309,HTML is primarily used for what?,Structuring web pages,HTML is a markup language used to structure content on the web.,"HTML, web pages, markup",VERB_PHRASE,technology_usage,easy,Designing web layout,VERB_PHRASE,0.63,0.57,1,1,
310,What is the freezing point of pure water in degrees Celsius?,0,"Under standard conditions, pure water freezes at 0 degrees Celsius.","freezing point, water, Celsius",NUM,number,easy,10,NUM,0.66,0.6,0.99,1,
311,Which of the following is a web browser?,Google Chrome,Web browsers like Google Chrome allow users to access and view websites.,"web browser, Chrome, internet",NOUN,software,easy,Safari,NOUN,0.75,0.72,0.98,1,
312,The process by which green plants make their own food is called what?,Photosynthesis,Photosynthesis is the process by which green plants use sunlight to make food from carbon dioxide and water.,"photosynthesis, plants, sunlight",NOUN,scientific_process,easy,Condensation,NOUN,0.38,0.3,0.97,0,too unrelated
313,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Ecology,NOUN,0.76,0.71,0.99,1,
314,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Executing programs,UNKNOWN,0.49,0.44,0.99,0,numeric error
315,Who is known as the Father of the Nation in India?,Mahatma Gandhi,Mahatma Gandhi is widely regarded as the Father of the Nation in India for his role in the independence movement.,"Mahatma Gandhi, Father of the Nation, India",NOUN,person,easy,Subhas Chandra Bose,NOUN,0.62,0.59,0.98,1,
316,Who is known as the Father of the Nation in India?,Mahatma Gandhi,Mahatma Gandhi is widely regarded as the Father of the Nation in India for his role in the independence movement.,"Mahatma Gandhi, Father of the Nation, India",NOUN,person,easy,Sardar Patel,NOUN,0.63,0.57,0.96,1,
317,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Lung,NOUN,0.45,0.37,0.98,0,concept mismatch
318,H2O is commonly known as what?,Water,"In everyday language, the chemical formula H2O is commonly referred to as water.","H2O, water, chemical formula",NOUN,substance,easy,Ice,NOUN,0.61,0.54,0.98,1,
319,Which data structure follows the First In First Out principle?,Queue,A queue is a linear data structure that follows the First In First Out (FIFO) principle.,"queue, FIFO, data structure",NOUN,data_structure,medium,Pointer,NOUN,0.23,0.15,1,0,concept mismatch
320,The SI unit of force is known as what?,Newton,"In physics, the SI unit of force is called the newton, named after Isaac Newton.","SI unit, force, newton",NOUN,unit,medium,Joule,NOUN,0.76,0.69,1,1,
321,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Structuring web pages,VERB_PHRASE,0.73,0.66,1,1,
322,The branch of mathematics dealing with shapes and sizes is called what?,Geometry,Geometry is a branch of mathematics that studies the properties of shapes and spaces.,"geometry, shapes, mathematics",NOUN,academic_discipline,medium,History,UNKNOWN,0.45,0.45,0.99,0,numeric error
323,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Zoology,NOUN,0.7,0.67,0.99,1,
324,Who is known as the Father of Computers?,Charles Babbage,Charles Babbage is often called the Father of Computers for his work on early mechanical computing devices.,"Charles Babbage, Father of Computers, history",NOUN,person,medium,John von Neumann,NOUN,0.64,0.6,0.99,1,
325,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Botany,NOUN,0.8,0.74,0.97,1,
326,The branch of mathematics dealing with shapes and sizes is called what?,Geometry,Geometry is a branch of mathematics that studies the properties of shapes and spaces.,"geometry, shapes, mathematics",NOUN,academic_discipline,medium,History,NOUN,0.41,0.38,0.99,0,too unrelated
327,Which of the following animals is a reptile?,Snake,"Reptiles are cold-blooded vertebrates such as snakes, lizards, and turtles.","reptile, snake, animal",NOUN,animal,easy,Cow,NOUN,0.2,0.13,0.98,0,too unrelated
328,Who is known as the Father of Computers?,Charles Babbage,Charles Babbage is often called the Father of Computers for his work on early mechanical computing devices.,"Charles Babbage, Father of Computers, history",NOUN,person,medium,John von Neumann,NOUN,0.68,0.65,0.98,1,
329,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Chloroplast,NOUN,0.75,0.69,0.96,1,
330,Which of the following is an example of a mammal?,Dog,Mammals are warm-blooded animals that usually have hair and produce milk for their young.,"mammal, dog, animal",NOUN,animal,easy,Cow,NOUN,0.81,0.73,0.97,1,
331,Who is known as the Father of Computers?,Charles Babbage,Charles Babbage is often called the Father of Computers for his work on early mechanical computing devices.,"Charles Babbage, Father of Computers, history",NOUN,person,medium,Bill Gates,NOUN,0.62,0.58,0.99,1,
332,Who is known as the Father of Computers?,Charles Babbage,Charles Babbage is often called the Father of Computers for his work on early mechanical computing devices.,"Charles Babbage, Father of Computers, history",NOUN,person,medium,John von Neumann,NOUN,0.77,0.75,0.97,1,
333,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Grammar,NOUN,0.32,0.31,1,0,concept mismatch
334,Which of the following is a relational database management system?,MySQL,MySQL is a widely used open-source relational database management system.,"MySQL, RDBMS, database",NOUN,software,medium,MongoDB,NOUN,0.32,0.27,0.97,0,numeric error
335,The device that connects a local network to the internet is called what?,Router,A router forwards data packets between computer networks and connects to the internet.,"router, network, internet",NOUN,hardware,medium,Gateway,NOUN,0.79,0.73,1,1,
336,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Lung,NOUN,0.47,0.45,0.98,0,numeric error
337,Which of the following is an example of an operating system for mobile phones?,Android,Android is a widely used operating system for smartphones and tablets.,"Android, mobile OS, operating system",NOUN,software,easy,HarmonyOS,NOUN,0.82,0.79,1,1,
338,What is the freezing point of pure water in degrees Celsius?,0,"Under standard conditions, pure water freezes at 0 degrees Celsius.","freezing point, water, Celsius",NUM,number,easy,10,NUM,0.71,0.68,0.98,1,
339,The branch of mathematics dealing with shapes and sizes is called what?,Geometry,Geometry is a branch of mathematics that studies the properties of shapes and spaces.,"geometry, shapes, mathematics",NOUN,academic_discipline,medium,Trigonometry,NOUN,0.66,0.63,1,1,
340,Which of the following is an example of a mammal?,Dog,Mammals are warm-blooded animals that usually have hair and produce milk for their young.,"mammal, dog, animal",NOUN,animal,easy,Cow,NOUN,0.69,0.63,0.97,1,
341,The long-term storage device inside a computer is commonly known as what?,Hard drive,A hard drive or SSD is used for long-term data storage in a computer.,"hard drive, storage, computer",NOUN,hardware,easy,SSD,NOUN,0.81,0.74,0.98,1,
342,Which of the following is an operating system?,Windows,Operating systems like Windows manage computer hardware and software resources.,"operating system, Windows, software",NOUN,software,easy,Facebook,UNKNOWN,0.48,0.4,1,0,concept mismatch
343,Which layer of the OSI model is responsible for routing packets?,Network layer,The network layer is responsible for routing packets between devices in different networks.,"OSI model, network layer, routing",NOUN_PHRASE,networking_layer,hard,Transport layer,NOUN_PHRASE,0.76,0.73,0.99,1,
344,CSS is mainly used for what in web development?,Styling web pages,CSS is used to control the appearance and layout of web pages.,"CSS, styling, web design",VERB_PHRASE,technology_usage,easy,Structuring web pages,VERB_PHRASE,0.65,0.59,0.99,1,
345,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Heap Sort,NOUN,0.84,0.8,0.99,1,
346,CPU stands for what?,Central Processing Unit,"CPU stands for Central Processing Unit, which performs most of the processing inside a computer.","CPU, Central Processing Unit, computer",NOUN_PHRASE,abbreviation_expansion,easy,Central Performance Unit,NOUN_PHRASE,0.79,0.76,0.97,1,
347,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Lung,NOUN,0.55,0.5,0.99,0,too unrelated
348,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Heap Sort,NOUN,0.8,0.73,1,1,
349,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Economics,UNKNOWN,0.42,0.34,1,0,concept mismatch
350,The powerhouse of the cell is known as what?,Mitochondria,"In cell biology, mitochondria are often called the powerhouse of the cell because they generate energy.","cell, powerhouse, mitochondria",NOUN,cell_component,easy,Chloroplast,NOUN,0.84,0.8,0.96,1,
351,Which of the following animals is a reptile?,Snake,"Reptiles are cold-blooded vertebrates such as snakes, lizards, and turtles.","reptile, snake, animal",NOUN,animal,easy,Cow,NOUN,0.36,0.33,0.99,0,numeric error
352,Which of the following is used to uniquely identify a row in a database table?,Primary key,A primary key uniquely identifies each record in a database table.,"primary key, database, unique identifier",NOUN_PHRASE,database_concept,medium,Index,NOUN_PHRASE,0.34,0.32,0.97,0,numeric error
353,The language that a computer's CPU directly understands is called what?,Machine language,Machine language consists of binary instructions that the CPU can execute directly.,"machine language, binary, CPU",NOUN_PHRASE,language_type,medium,Low-level language,NOUN_PHRASE,0.64,0.59,0.98,1,
354,The device that connects a local network to the internet is called what?,Router,A router forwards data packets between computer networks and connects to the internet.,"router, network, internet",NOUN,hardware,medium,Printer,NOUN,0.28,0.27,1,0,numeric error
355,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Google Cloud,NOUN,0.72,0.66,0.98,1,
356,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Google Cloud,NOUN,0.66,0.64,0.98,1,
357,Which of the following is a relational database management system?,MySQL,MySQL is a widely used open-source relational database management system.,"MySQL, RDBMS, database",NOUN,software,medium,Redis,NOUN,0.32,0.28,0.97,0,numeric error
358,Which of the following is an example of an open-source operating system?,Linux,Linux is a popular open-source operating system used on servers and desktops.,"Linux, open-source, operating system",NOUN,software,easy,Debian,NOUN,0.78,0.71,0.99,1,
359,Which of the following is an example of an input device?,Keyboard,Input devices like keyboards allow users to send data to a computer.,"input device, keyboard, computer hardware",NOUN,hardware,easy,Mouse,NOUN,0.85,0.83,1,1,
360,Which of the following animals is a reptile?,Snake,"Reptiles are cold-blooded vertebrates such as snakes, lizards, and turtles.","reptile, snake, animal",NOUN,animal,easy,Turtle,NOUN,0.6,0.53,0.98,1,
361,Which layer of the OSI model is responsible for routing packets?,Network layer,The network layer is responsible for routing packets between devices in different networks.,"OSI model, network layer, routing",NOUN_PHRASE,networking_layer,hard,Transport layer,NOUN_PHRASE,0.83,0.81,0.97,1,
362,RAM in a computer is also known as what type of memory?,Volatile,RAM is called volatile memory because it loses its data when power is turned off.,"RAM, volatile memory, computer",ADJECTIVE,property,medium,External,ADJECTIVE,0.36,0.27,0.98,0,concept mismatch
363,CPU stands for what?,Central Processing Unit,"CPU stands for Central Processing Unit, which performs most of the processing inside a computer.","CPU, Central Processing Unit, computer",NOUN_PHRASE,abbreviation_expansion,easy,Core Power Utility,UNKNOWN,0.31,0.26,0.97,0,concept mismatch
364,Which of the following is an example of an operating system for mobile phones?,Android,Android is a widely used operating system for smartphones and tablets.,"Android, mobile OS, operating system",NOUN,software,easy,iOS,NOUN,0.72,0.69,0.99,1,
365,Which of the following is an operating system?,Windows,Operating systems like Windows manage computer hardware and software resources.,"operating system, Windows, software",NOUN,software,easy,Android,NOUN,0.82,0.78,0.96,1,
366,HTTP stands for what?,HyperText Transfer Protocol,HTTP is the protocol used for transferring web pages on the internet.,"HTTP, protocol, web",NOUN_PHRASE,abbreviation_expansion,medium,Hyper Transfer Text Protocol,NOUN_PHRASE,0.61,0.55,0.99,1,
367,The long-term storage device inside a computer is commonly known as what?,Hard drive,A hard drive or SSD is used for long-term data storage in a computer.,"hard drive, storage, computer",NOUN,hardware,easy,GPU,UNKNOWN,0.29,0.2,0.96,0,too unrelated
368,Which of the following is a web browser?,Google Chrome,Web browsers like Google Chrome allow users to access and view websites.,"web browser, Chrome, internet",NOUN,software,easy,Microsoft Edge,NOUN,0.71,0.63,0.99,1,
369,CPU stands for what?,Central Processing Unit,"CPU stands for Central Processing Unit, which performs most of the processing inside a computer.","CPU, Central Processing Unit, computer",NOUN_PHRASE,abbreviation_expansion,easy,Control Power Unit,NOUN_PHRASE,0.38,0.32,0.97,0,numeric error
370,What is the freezing point of pure water in degrees Celsius?,0,"Under standard conditions, pure water freezes at 0 degrees Celsius.","freezing point, water, Celsius",NUM,number,easy,-50,NUM,0.34,0.26,1,0,numeric error
371,Which data structure follows the First In First Out principle?,Queue,A queue is a linear data structure that follows the First In First Out (FIFO) principle.,"queue, FIFO, data structure",NOUN,data_structure,medium,Deque,NOUN,0.81,0.74,0.98,1,
372,The long-term storage device inside a computer is commonly known as what?,Hard drive,A hard drive or SSD is used for long-term data storage in a computer.,"hard drive, storage, computer",NOUN,hardware,easy,Solid-state drive,NOUN,0.69,0.63,0.98,1,
373,Which of the following is an example of an operating system for mobile phones?,Android,Android is a widely used operating system for smartphones and tablets.,"Android, mobile OS, operating system",NOUN,software,easy,iOS,NOUN,0.7,0.64,0.97,1,
374,H2O is commonly known as what?,Water,"In everyday language, the chemical formula H2O is commonly referred to as water.","H2O, water, chemical formula",NOUN,substance,easy,Paper,UNKNOWN,0.35,0.35,0.99,0,numeric error
375,The process by which green plants make their own food is called what?,Photosynthesis,Photosynthesis is the process by which green plants use sunlight to make food from carbon dioxide and water.,"photosynthesis, plants, sunlight",NOUN,scientific_process,easy,Germination,NOUN,0.67,0.63,1,1,
376,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Hashing,NOUN,0.53,0.45,0.97,0,numeric error
377,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Botany,NOUN,0.62,0.54,0.98,1,
378,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Yokohama,NOUN,0.8,0.78,0.96,1,
379,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Binary Search,UNKNOWN,0.26,0.17,0.99,0,concept mismatch
380,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Bangkok,NOUN,0.48,0.4,0.97,0,numeric error
381,The process of water turning into vapor is called what?,Evaporation,Evaporation is the process by which water changes from liquid to gas.,"evaporation, water, vapor",NOUN,scientific_process,easy,Condensation,NOUN,0.69,0.65,0.99,1,
382,The study of the stars and space is known as what?,Astronomy,"Astronomy is the scientific study of celestial objects such as stars, planets, and galaxies.","astronomy, stars, space",NOUN,academic_discipline,easy,Astrophysics,NOUN,0.62,0.59,0.97,1,
383,CPU is also known as the what of the computer?,Brain,The CPU is often called the brain of the computer because it performs most of the processing.,"CPU, brain, computer",NOUN,metaphor,easy,Core,NOUN,0.75,0.72,0.98,1,
384,The branch of mathematics dealing with shapes and sizes is called what?,Geometry,Geometry is a branch of mathematics that studies the properties of shapes and spaces.,"geometry, shapes, mathematics",NOUN,academic_discipline,medium,Biology,NOUN,0.32,0.29,0.97,0,concept mismatch
385,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Tim Sort,NOUN,0.66,0.62,0.97,1,
386,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Bangkok,NOUN,0.38,0.31,1,0,concept mismatch
387,Earth is also known as the what planet?,Blue,Earth is often called the Blue Planet because of the vast amount of water on its surface.,"Earth, Blue Planet, nickname",ADJECTIVE,planet_nickname,easy,Hot,ADJECTIVE,0.34,0.33,0.98,0,numeric error
388,Who is known as the Father of the Nation in India?,Mahatma Gandhi,Mahatma Gandhi is widely regarded as the Father of the Nation in India for his role in the independence movement.,"Mahatma Gandhi, Father of the Nation, India",NOUN,person,easy,Leonardo da Vinci,UNKNOWN,0.46,0.37,0.99,0,too unrelated
389,Which of the following is an example of an open-source operating system?,Linux,Linux is a popular open-source operating system used on servers and desktops.,"Linux, open-source, operating system",NOUN,software,easy,Fedora,NOUN,0.71,0.63,0.98,1,
390,Which of the following is a prime number?,13,A prime number has exactly two distinct positive divisors: 1 and itself.,"prime number, 13, mathematics",NUM,number,medium,12,NUM,0.49,0.45,0.99,0,too unrelated
391,Which of the following sorting algorithms has average time complexity O(n log n)?,Merge Sort,Merge Sort is a divide-and-conquer sorting algorithm with O(n log n) average time complexity.,"sorting, merge sort, algorithms",NOUN,algorithm,hard,Quick Sort,NOUN,0.77,0.69,0.97,1,
392,Which of the following is a high-level programming language?,Python,Python is a popular high-level programming language known for its readability.,"Python, programming language, high level",NOUN,programming_language,easy,Java,NOUN,0.76,0.71,0.96,1,
393,The process by which green plants make their own food is called what?,Photosynthesis,Photosynthesis is the process by which green plants use sunlight to make food from carbon dioxide and water.,"photosynthesis, plants, sunlight",NOUN,scientific_process,easy,Respiration,NOUN,0.79,0.74,0.98,1,
394,CPU is also known as the what of the computer?,Brain,The CPU is often called the brain of the computer because it performs most of the processing.,"CPU, brain, computer",NOUN,metaphor,easy,Screen,NOUN,0.35,0.29,0.99,0,concept mismatch
395,Who is known as the Father of Computers?,Charles Babbage,Charles Babbage is often called the Father of Computers for his work on early mechanical computing devices.,"Charles Babbage, Father of Computers, history",NOUN,person,medium,Alan Turing,NOUN,0.66,0.63,0.99,1,
396,What is the capital city of Japan?,Tokyo,Tokyo is the capital city and one of the major economic centers of Japan.,"Japan, capital, Tokyo",NOUN,place,easy,Osaka,NOUN,0.82,0.75,0.97,1,
397,Which layer of the OSI model is responsible for routing packets?,Network layer,The network layer is responsible for routing packets between devices in different networks.,"OSI model, network layer, routing",NOUN_PHRASE,networking_layer,hard,Transport layer,NOUN_PHRASE,0.76,0.68,0.98,1,
398,Which of the following is an operating system?,Windows,Operating systems like Windows manage computer hardware and software resources.,"operating system, Windows, software",NOUN,software,easy,Facebook,NOUN,0.43,0.43,0.98,0,concept mismatch
399,The study of living organisms is called what?,Biology,Biology is the branch of science that studies living organisms and life processes.,"biology, living organisms, life science",NOUN,academic_discipline,easy,Botany,NOUN,0.84,0.76,1,1,
400,Earth is also known as the what planet?,Blue,Earth is often called the Blue Planet because of the vast amount of water on its surface.,"Earth, Blue Planet, nickname",ADJECTIVE,planet_nickname,easy,Living,ADJECTIVE,0.69,0.65,0.96,1,
401,The device that connects a local network to the internet is called what?,Router,A router forwards data packets between computer networks and connects to the internet.,"router, network, internet",NOUN,hardware,medium,Switch,NOUN,0.8,0.74,0.96,1,
402,Which of the following is a cloud computing platform by Amazon?,AWS,Amazon Web Services (AWS) is a popular cloud computing platform.,"AWS, cloud computing, Amazon",NOUN,service,medium,Kubernetes,NOUN,0.29,0.21,0.96,0,numeric error
